id_position,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
7928,,,,,,207926,,,,,,,,,,,GK ,,,,,,,,,,,
7929,65,59,63,64,66,210742,65,62,59,66,63,64,64,62,63,63,LM CDM CM ,65,62,59,66,63,64,64,62,63,63,62
7930,51,66,63,47,57,224566,51,58,66,57,63,47,47,47,45,56,CB ,51,58,66,57,63,47,47,47,45,56,47
7931,,,,,,171574,,,,,,,,,,,GK ,,,,,,,,,,,
7932,56,66,66,54,60,239670,56,63,66,60,66,54,56,53,54,63,CDM ,56,63,66,60,66,54,56,53,54,63,53
7933,65,51,54,66,60,186422,65,55,51,60,54,66,66,66,67,57,RM ,65,55,51,60,54,66,66,66,67,57,66
7934,63,67,68,62,66,194102,63,68,67,66,68,62,64,62,62,68,CDM CM ,63,68,67,66,68,62,64,62,62,68,62
7935,64,42,45,66,58,213303,64,47,42,58,45,66,65,66,65,49,ST ,64,47,42,58,45,66,65,66,65,49,66
7936,63,65,66,63,64,177719,63,66,65,64,66,63,64,61,63,67,RB ,63,66,65,64,66,63,64,61,63,67,61
7937,41,66,59,42,47,206136,41,58,66,47,59,42,40,48,39,55,CB ,41,58,66,47,59,42,40,48,39,55,48
7938,,,,,,223032,,,,,,,,,,,GK ,,,,,,,,,,,
7939,41,66,56,43,43,232760,41,60,66,43,56,43,44,46,43,56,CB ,41,60,66,43,56,43,44,46,43,56,46
7940,64,62,65,63,66,233529,64,64,62,66,65,63,64,62,63,65,CAM CM ,64,64,62,66,65,63,64,62,63,65,62
7941,,,,,,177465,,,,,,,,,,,GK ,,,,,,,,,,,
7942,64,49,53,65,59,212538,64,57,49,59,53,65,66,64,67,59,LW RW ,64,57,49,59,53,65,66,64,67,59,64
7943,64,40,46,65,59,214330,64,46,40,59,46,65,66,64,66,49,CAM RM ,64,46,40,59,46,65,66,64,66,49,64
7944,59,65,62,59,58,219962,59,66,65,58,62,59,63,57,62,65,LM RM RB LB ,59,66,65,58,62,59,63,57,62,65,57
7945,64,61,66,61,66,224314,64,62,61,66,66,61,63,58,61,63,CM ,64,62,61,66,66,61,63,58,61,63,58
7946,60,42,42,63,52,224570,60,41,42,52,42,63,58,66,60,42,ST ,60,41,42,52,42,63,58,66,60,42,66
7947,39,66,54,41,41,236858,39,56,66,41,54,41,40,45,40,53,CB ,39,56,66,41,54,41,40,45,40,53,45
7948,66,48,54,66,63,189498,66,52,48,63,54,66,66,64,66,55,RM LM ,66,52,48,63,54,66,66,64,66,55,64
7949,,,,,,203835,,,,,,,,,,,GK ,,,,,,,,,,,
7950,66,33,46,64,63,224315,66,45,33,63,46,64,66,58,65,50,RW RM ,66,45,33,63,46,64,66,58,65,50,58
7951,62,38,42,64,55,204860,62,42,38,55,42,64,60,66,61,44,ST ,62,42,38,55,42,64,60,66,61,44,66
7952,63,64,65,62,63,219708,63,66,64,63,65,62,65,60,64,67,LM LB ,63,66,64,63,65,62,65,60,64,67,60
7953,49,64,62,48,52,224316,49,66,64,52,62,48,55,48,52,66,LM LB ,49,66,64,52,62,48,55,48,52,66,48
7954,66,51,57,65,64,235324,66,56,51,64,57,65,65,62,65,57,CM CAM ,66,56,51,64,57,65,65,62,65,57,62
7955,59,68,66,58,62,235580,59,61,68,62,66,58,57,60,57,61,CB CDM ,59,61,68,62,66,58,57,60,57,61,60
7956,64,44,51,63,60,224317,64,53,44,60,51,63,66,59,65,56,RM ST LM ,64,53,44,60,51,63,66,59,65,56,59
7957,,,,,,228413,,,,,,,,,,,GK ,,,,,,,,,,,
7958,,,,,,105533,,,,,,,,,,,GK ,,,,,,,,,,,
7959,61,61,62,61,61,202814,61,66,61,61,62,61,65,59,64,67,RM RB ,61,66,61,61,62,61,65,59,64,67,59
7960,65,36,44,64,58,229694,65,46,36,58,44,64,66,60,66,50,RM ,65,46,36,58,44,64,66,60,66,50,60
7961,66,61,63,65,66,240190,66,62,61,66,63,65,65,64,64,62,CM CAM ,66,62,61,66,63,65,65,64,64,62,64
7962,67,63,63,66,64,199231,67,66,63,64,63,66,68,63,68,66,RM RB ,67,66,63,64,63,66,68,63,68,66,63
7963,58,65,64,58,60,208959,58,66,65,60,64,58,62,55,60,67,RB ,58,66,65,60,64,58,62,55,60,67,55
7964,64,66,67,62,66,218687,64,68,66,66,67,62,65,58,63,68,LB CM ,64,68,66,66,67,62,65,58,63,68,58
7965,60,62,63,59,61,227647,60,66,62,61,63,59,63,55,62,66,LB ,60,66,62,61,63,59,63,55,62,66,55
7966,65,36,45,65,60,230975,65,45,36,60,45,65,66,63,66,50,LM RM ,65,45,36,60,45,65,66,63,66,50,63
7967,61,64,66,60,63,200256,61,66,64,63,66,60,63,59,62,66,CM CDM ,61,66,64,63,66,60,63,59,62,66,59
7968,49,66,62,47,55,156480,49,58,66,55,62,47,49,49,46,56,CB ,49,58,66,55,62,47,49,49,46,56,49
7969,64,66,66,63,66,159040,64,61,66,66,66,63,62,65,62,62,CDM CM ,64,61,66,66,66,63,62,65,62,62,65
7970,50,66,62,51,54,160064,50,63,66,54,62,51,53,54,51,62,CB ,50,63,66,54,62,51,53,54,51,62,54
7971,51,66,63,49,56,191552,51,60,66,56,63,49,51,50,50,59,CDM RB CB ,51,60,66,56,63,49,51,50,50,59,50
7972,67,56,61,66,66,202305,67,60,56,66,61,66,67,64,67,61,CM ,67,60,56,66,61,66,67,64,67,61,64
7973,,,,,,206145,,,,,,,,,,,GK ,,,,,,,,,,,
7974,69,62,66,69,69,217153,69,65,62,69,66,69,67,66,67,65,CM CDM ,69,65,62,69,66,69,67,66,67,65,66
7975,67,55,60,66,66,197954,67,57,55,66,60,66,66,66,66,60,CAM CM ,67,57,55,66,60,66,66,66,66,60,66
7976,66,66,67,66,67,179778,66,66,66,67,67,66,65,66,65,65,CM RM RB CB ,66,66,66,67,67,66,65,66,65,65,66
7977,63,43,48,63,58,203331,63,49,43,58,48,63,66,59,65,52,LM RM ,63,49,43,58,48,63,66,59,65,52,59
7978,,,,,,207427,,,,,,,,,,,GK ,,,,,,,,,,,
7979,,,,,,207683,,,,,,,,,,,GK ,,,,,,,,,,,
7980,,,,,,209987,,,,,,,,,,,GK ,,,,,,,,,,,
7981,66,41,47,66,60,230467,66,46,41,60,47,66,65,63,65,49,CM LM CAM ,66,46,41,60,47,66,65,63,65,49,63
7982,63,55,55,65,60,173891,63,58,55,60,55,65,65,66,66,59,RM RWB ST ,63,58,55,60,55,65,65,66,66,59,66
7983,66,65,66,65,68,53827,66,63,65,68,66,65,66,65,65,64,LM CM CDM ,66,63,65,68,66,65,66,65,65,64,65
7984,60,42,44,63,54,204100,60,44,42,54,44,63,61,66,62,47,ST ,60,44,42,54,44,63,61,66,62,47,66
7985,66,59,61,66,65,205380,66,61,59,65,61,66,66,66,66,62,RM LM ,66,61,59,65,61,66,66,66,66,62,66
7986,59,41,42,63,52,207428,59,41,41,52,42,63,58,66,60,43,ST ,59,41,41,52,42,63,58,66,60,43,66
7987,61,52,54,62,60,237892,61,49,52,60,54,62,59,66,58,49,CM CAM ST ,61,49,52,60,54,62,59,66,58,49,66
7988,64,33,41,65,55,202053,64,45,33,55,41,65,66,59,68,49,LM RM ,64,45,33,55,41,65,66,59,68,49,59
7989,65,41,48,65,60,204101,65,50,41,60,48,65,66,62,66,53,RM LM ,65,50,41,60,48,65,66,62,66,53,62
7990,61,65,65,60,62,230981,61,66,65,62,65,60,63,58,61,66,LM CB LB ,61,66,65,62,65,60,63,58,61,66,58
7991,48,66,64,46,54,175941,48,63,66,54,64,46,49,47,45,60,CB ,48,63,66,54,64,46,49,47,45,60,47
7992,66,46,51,67,61,230470,66,52,46,61,51,67,67,64,68,56,LM CAM ,66,52,46,61,51,67,67,64,68,56,64
7993,65,41,48,65,61,211527,65,48,41,61,48,65,66,64,66,51,LM RM ,65,48,41,61,48,65,66,64,66,51,64
7994,65,41,45,66,57,215367,65,44,41,57,45,66,64,66,65,47,ST ,65,44,41,57,45,66,64,66,65,47,66
7995,64,51,53,65,59,224071,64,55,51,59,53,65,66,64,67,56,RW RM ,64,55,51,59,53,65,66,64,67,56,64
7996,66,43,52,65,63,230471,66,50,43,63,52,65,67,62,66,54,LM CAM ,66,50,43,63,52,65,67,62,66,54,62
7997,66,41,50,66,61,237895,66,51,41,61,50,66,67,63,67,55,LW RW ,66,51,41,61,50,66,67,63,67,55,63
7998,49,66,63,47,56,177479,49,60,66,56,63,47,50,49,47,59,CDM CB ,49,60,66,56,63,47,50,49,47,59,49
7999,66,58,62,65,66,188487,66,63,58,66,62,65,68,62,67,65,LM CM ,66,63,58,66,62,65,68,62,67,65,62
8000,56,46,43,60,50,206408,56,40,46,50,43,60,53,66,56,41,ST ,56,40,46,50,43,60,53,66,56,41,66
8001,,,,,,208968,,,,,,,,,,,GK ,,,,,,,,,,,
8002,,,,,,225352,,,,,,,,,,,GK ,,,,,,,,,,,
8003,66,45,52,64,61,225864,66,52,45,61,52,64,65,59,66,55,RM CAM ,66,52,45,61,52,64,65,59,66,55,59
8004,,,,,,229704,,,,,,,,,,,GK ,,,,,,,,,,,
8005,47,66,60,46,50,173128,47,60,66,50,60,46,48,48,46,58,CB ,47,60,66,50,60,46,48,48,46,58,48
8006,63,38,46,63,57,192328,63,48,38,57,46,63,66,60,66,52,RW RM ,63,48,38,57,46,63,66,60,66,52,60
8007,65,61,65,63,66,193864,65,61,61,66,65,63,63,61,63,62,CM ,65,61,61,66,65,63,63,61,63,62,61
8008,65,65,66,65,65,197961,65,67,65,65,66,65,67,64,66,68,CM CDM ,65,67,65,65,66,65,67,64,66,68,64
8009,56,63,63,55,57,204105,56,66,63,57,63,55,61,53,58,66,LB RB ,56,66,63,57,63,55,61,53,58,66,53
8010,39,66,58,38,44,214345,39,58,66,44,58,38,40,41,38,55,CB ,39,58,66,44,58,38,40,41,38,55,41
8011,65,35,43,65,58,224329,65,45,35,58,43,65,67,64,67,48,RW ST LW ,65,45,35,58,43,65,67,64,67,48,64
8012,51,66,63,50,55,215370,51,63,66,55,63,50,52,52,49,60,CB ,51,63,66,55,63,50,52,52,49,60,52
8013,64,60,65,60,66,187722,64,63,60,66,65,60,64,55,62,65,CDM CM ,64,63,60,66,65,60,64,55,62,65,55
8014,66,63,65,66,66,214091,66,66,63,66,65,66,68,65,67,67,RB ,66,66,63,66,65,66,68,65,67,67,65
8015,58,66,66,57,61,222027,58,64,66,61,66,57,58,57,56,63,CDM CB ,58,64,66,61,66,57,58,57,56,63,57
8016,62,63,64,63,63,158795,62,66,63,63,64,63,65,63,64,66,RWB LB RM RB ,62,66,63,63,64,63,65,63,64,66,63
8017,54,66,61,54,56,160075,54,62,66,56,61,54,55,55,54,61,CB ,54,62,66,56,61,54,55,55,54,61,55
8018,54,65,63,53,57,173899,54,66,65,57,63,53,58,52,55,65,CB LB ,54,66,65,57,63,53,58,52,55,65,52
8019,,,,,,184139,,,,,,,,,,,GK ,,,,,,,,,,,
8020,65,40,47,66,60,203853,65,46,40,60,47,66,66,64,66,50,RM ,65,46,40,60,47,66,66,64,66,50,64
8021,54,66,64,53,58,206157,54,60,66,58,64,53,54,55,52,59,CDM CB ,54,60,66,58,64,53,54,55,52,59,55
8022,53,66,58,55,52,230221,53,64,66,52,58,55,55,53,55,62,RB CB ,53,64,66,52,58,55,55,53,55,62,53
8023,66,61,61,67,64,230477,66,61,61,64,61,67,66,66,65,60,CAM ,66,61,61,64,61,67,66,66,65,60,66
8024,57,61,59,60,55,234573,57,66,61,55,59,60,61,59,62,66,RB ,57,66,61,55,59,60,61,59,62,66,59
8025,63,63,66,60,66,169805,63,63,63,66,66,60,62,60,61,64,CDM CM ,63,63,63,66,66,60,62,60,61,64,60
8026,45,66,59,45,48,204622,45,61,66,48,59,45,48,47,46,58,RB CB ,45,61,66,48,59,45,48,47,46,58,47
8027,67,50,57,66,64,212046,67,58,50,64,57,66,68,63,67,60,LW RW ,67,58,50,64,57,66,68,63,67,60,63
8028,64,63,64,65,64,222798,64,65,63,64,64,65,66,64,66,66,LM RM ,64,65,63,64,64,65,66,64,66,66,64
8029,55,64,63,53,58,166990,55,65,64,58,63,53,60,51,56,66,RM RB RWB ,55,65,64,58,63,53,60,51,56,66,51
8030,64,51,55,64,61,233550,64,57,51,61,55,64,66,62,66,59,RM ,64,57,51,61,55,64,66,62,66,59,62
8031,,,,,,178766,,,,,,,,,,,GK ,,,,,,,,,,,
8032,59,45,47,62,55,49486,59,43,45,55,47,62,59,66,60,45,ST ,59,43,45,55,47,62,59,66,60,45,66
8033,67,56,61,66,66,198223,67,59,56,66,61,66,66,63,66,61,CDM CM ,67,59,56,66,61,66,66,63,66,61,63
8034,45,66,60,45,51,9807,45,57,66,51,60,45,45,48,43,55,CB ,45,57,66,51,60,45,45,48,43,55,48
8035,65,38,45,66,59,184143,65,44,38,59,45,66,62,66,63,46,ST ,65,44,38,59,45,66,62,66,63,46,66
8036,67,45,52,66,63,219984,67,53,45,63,52,66,67,63,67,56,ST CM RW ,67,53,45,63,52,66,67,63,67,56,63
8037,66,54,59,65,64,223056,66,60,54,64,59,65,67,62,67,62,RW LW ,66,60,54,64,59,65,67,62,67,62,62
8038,54,64,62,54,56,229456,54,66,64,56,62,54,58,51,57,66,RWB RB ,54,66,64,56,62,54,58,51,57,66,51
8039,63,44,49,64,58,229968,63,53,44,58,49,64,66,60,65,55,RM LM ,63,53,44,58,49,64,66,60,65,55,60
8040,55,66,63,55,57,234832,55,66,66,57,63,55,60,55,57,66,LB ,55,66,66,57,63,55,60,55,57,66,55
8041,58,64,62,57,57,235088,58,66,64,57,62,57,61,54,60,66,RB ,58,66,64,57,62,57,61,54,60,66,54
8042,56,68,66,56,60,177488,56,65,68,60,66,56,58,58,56,64,CB CDM ,56,65,68,60,66,56,58,58,56,64,58
8043,63,61,62,62,63,227153,63,66,61,63,62,62,66,59,65,66,LB LM ,63,66,61,63,62,62,66,59,65,66,59
8044,68,49,55,67,64,235345,68,52,49,64,55,67,67,65,67,55,ST LW CF ,68,52,49,64,55,67,67,65,67,55,65
8045,65,61,66,64,67,171601,65,63,61,67,66,64,65,61,64,65,CM CDM ,65,63,61,67,66,64,65,61,64,65,61
8046,61,65,66,60,63,176209,61,62,65,63,66,60,60,60,60,62,CDM ,61,62,65,63,66,60,60,60,60,62,60
8047,48,66,63,47,53,184657,48,60,66,53,63,47,48,47,45,58,CB ,48,60,66,53,63,47,48,47,45,58,47
8048,63,66,66,63,63,209746,63,67,66,63,66,63,65,60,64,67,RB CDM ,63,67,66,63,66,63,65,60,64,67,60
8049,39,66,57,40,43,220754,39,59,66,43,57,40,41,42,39,56,CB ,39,59,66,43,57,40,41,42,39,56,42
8050,68,62,65,68,68,223570,68,66,62,68,65,68,69,66,69,67,LB CM CDM RB ,68,66,62,68,65,68,69,66,69,67,66
8051,66,54,58,63,65,53074,66,54,54,65,58,63,63,61,64,56,RM CAM ,66,54,54,65,58,63,63,61,64,56,61
8052,65,32,42,66,58,186450,65,43,32,58,42,66,66,61,68,48,RM LM ,65,43,32,58,42,66,66,61,68,48,61
8053,44,66,60,44,50,209491,44,58,66,50,60,44,45,47,43,56,CB ,44,58,66,50,60,44,45,47,43,56,47
8054,49,66,61,49,52,196435,49,62,66,52,61,49,50,51,49,59,CB ,49,62,66,52,61,49,50,51,49,59,51
8055,64,50,52,66,59,197716,64,51,50,59,52,66,65,66,66,53,RW RM ST ,64,51,50,59,52,66,65,66,66,53,66
8056,65,59,64,63,64,200532,65,65,59,64,64,63,66,59,66,66,LB LM ,65,65,59,64,64,63,66,59,66,66,59
8057,47,66,60,47,51,216660,47,64,66,51,60,47,50,48,49,61,CB ,47,64,66,51,60,47,50,48,49,61,48
8058,,,,,,227668,,,,,,,,,,,GK ,,,,,,,,,,,
8059,49,66,62,46,53,162388,49,60,66,53,62,46,49,47,47,59,CB ,49,60,66,53,62,46,49,47,47,59,47
8060,66,41,48,65,62,231508,66,45,41,62,48,65,66,63,65,49,CAM ST LM ,66,45,41,62,48,65,66,63,65,49,63
8061,40,66,56,40,43,209493,40,59,66,43,56,40,42,44,39,55,RB CB ,40,59,66,43,56,40,42,44,39,55,44
8062,,,,,,162901,,,,,,,,,,,GK ,,,,,,,,,,,
8063,66,65,66,65,66,186453,66,66,65,66,66,65,67,63,66,66,CDM ,66,66,65,66,66,65,67,63,66,66,63
8064,58,43,44,61,55,199510,58,40,43,55,44,61,57,66,57,42,ST ,58,40,43,55,44,61,57,66,57,42,66
8065,68,44,55,66,66,214358,68,52,44,66,55,66,68,62,67,56,CAM CM ,68,52,44,66,55,66,68,62,67,56,62
8066,59,42,42,64,53,221014,59,41,42,53,42,64,57,66,59,42,ST ,59,41,42,53,42,64,57,66,59,42,66
8067,65,64,66,65,67,160086,65,64,64,67,66,65,66,66,65,65,CM CDM ,65,64,64,67,66,65,66,66,65,65,66
8068,43,66,61,42,49,238678,43,58,66,49,61,42,45,44,42,56,CB ,43,58,66,49,61,42,45,44,42,56,44
8069,46,66,59,45,48,205911,46,64,66,48,59,45,51,44,49,63,CB ,46,64,66,48,59,45,51,44,49,63,44
8070,64,64,65,64,66,184407,64,63,64,66,65,64,63,64,62,63,CDM CM ,64,63,64,66,65,64,63,64,62,63,64
8071,60,64,66,59,63,196952,60,66,64,63,66,59,63,57,60,67,LWB LB ,60,66,64,63,66,59,63,57,60,67,57
8072,64,63,61,66,61,223320,64,66,63,61,61,66,67,65,67,67,RM RB ,64,66,63,61,61,66,67,65,67,67,65
8073,66,52,57,65,63,139609,66,57,52,63,57,65,66,62,67,60,RM LM ,66,57,52,63,57,65,66,62,67,60,62
8074,59,63,65,57,62,146521,59,66,63,62,65,57,63,54,60,67,LWB LB ,59,66,63,62,65,57,63,54,60,67,54
8075,66,34,44,65,59,227161,66,47,34,59,44,65,68,59,68,51,CAM ,66,47,34,59,44,65,68,59,68,51,59
8076,,,,,,234841,,,,,,,,,,,GK ,,,,,,,,,,,
8077,64,58,59,64,62,182617,64,58,58,62,59,64,64,66,64,59,ST ,64,58,58,62,59,64,64,66,64,59,66
8078,61,63,63,61,61,216410,61,66,63,61,63,61,63,60,63,67,LM LB ,61,66,63,61,63,61,63,60,63,67,60
8079,,,,,,157018,,,,,,,,,,,GK ,,,,,,,,,,,
8080,64,64,66,63,66,238682,64,64,64,66,66,63,64,62,63,65,CB CM ,64,64,64,66,66,63,64,62,63,65,62
8081,64,62,65,63,66,179802,64,64,62,66,65,63,64,61,63,65,RM CDM CM ,64,64,62,66,65,63,64,61,63,65,61
8082,,,,,,218971,,,,,,,,,,,GK ,,,,,,,,,,,
8083,,,,,,227163,,,,,,,,,,,GK ,,,,,,,,,,,
8084,66,43,48,66,61,230491,66,48,43,61,48,66,64,61,65,50,CF RM CAM ,66,48,43,61,48,66,64,61,65,50,61
8085,66,44,53,65,64,202589,66,51,44,64,53,65,66,62,66,54,RM LM CM CAM ,66,51,44,64,53,65,66,62,66,54,62
8086,58,64,63,57,59,221789,58,66,64,59,63,57,62,53,60,66,RB ,58,66,64,59,63,57,62,53,60,66,53
8087,58,65,63,58,59,162397,58,66,65,59,63,58,61,58,59,65,CB RB ,58,66,65,59,63,58,61,58,59,65,58
8088,62,38,41,64,54,230493,62,43,38,54,41,64,63,66,64,46,CF ST ,62,43,38,54,41,64,63,66,64,46,66
8089,,,,,,189021,,,,,,,,,,,GK ,,,,,,,,,,,
8090,66,38,44,67,58,209502,66,46,38,58,44,67,65,65,67,49,RW CAM ,66,46,38,58,44,67,65,65,67,49,65
8091,53,66,63,51,57,209758,53,64,66,57,63,51,55,51,53,63,CB ,53,64,66,57,63,51,55,51,53,63,51
8092,45,66,60,45,52,211294,45,58,66,52,60,45,45,49,42,55,CB ,45,58,66,52,60,45,45,49,42,55,49
8093,54,67,66,54,59,215390,54,63,67,59,66,54,55,58,53,62,CDM ,54,63,67,59,66,54,55,58,53,62,58
8094,60,62,62,59,61,170078,60,66,62,61,62,59,64,55,61,66,RWB RB ,60,66,62,61,62,59,64,55,61,66,55
8095,42,66,60,42,48,238942,42,59,66,48,60,42,43,45,40,56,CB ,42,59,66,48,60,42,43,45,40,56,45
8096,64,39,43,66,57,182878,64,43,39,57,43,66,62,66,65,46,CF ST ,64,43,39,57,43,66,62,66,65,46,66
8097,64,63,66,62,65,205663,64,66,63,65,66,62,66,60,65,67,CM CDM ,64,66,63,65,66,62,66,60,65,67,60
8098,55,66,63,55,56,219743,55,65,66,56,63,55,58,56,57,65,RB CB ,55,65,66,56,63,55,58,56,57,65,56
8099,67,58,63,65,67,221791,67,61,58,67,63,65,66,62,66,63,CM LM ,67,61,58,67,63,65,66,62,66,63,62
8100,,,,,,172895,,,,,,,,,,,GK ,,,,,,,,,,,
8101,59,65,66,57,62,193631,59,64,65,62,66,57,60,54,57,64,CB CDM ,59,64,65,62,66,57,60,54,57,64,54
8102,66,41,49,65,61,210784,66,46,41,61,49,65,65,61,66,49,RM LM ST CAM ,66,46,41,61,49,65,65,61,66,49,61
8103,66,40,46,67,59,218464,66,45,40,59,46,67,66,67,67,49,ST LM ,66,45,40,59,46,67,66,67,67,49,67
8104,70,49,59,67,68,222560,70,57,49,68,59,67,69,61,67,60,CM RW CAM LW ,70,57,49,68,59,67,69,61,67,60,61
8105,64,64,64,64,64,179808,64,66,64,64,64,64,66,63,65,67,LB ,64,66,64,64,64,64,66,63,65,67,63
8106,65,37,46,65,58,193632,65,46,37,58,46,65,66,63,67,50,LM RM ,65,46,37,58,46,65,66,63,67,50,63
8107,48,66,63,45,54,209761,48,62,66,54,63,45,50,47,47,60,CB ,48,62,66,54,63,45,50,47,47,60,47
8108,50,67,66,46,56,160097,50,65,67,56,66,46,50,45,47,64,CB CDM ,50,65,67,56,66,46,50,45,47,64,45
8109,66,38,45,66,58,235361,66,45,38,58,45,66,65,62,67,49,LW RW ,66,45,38,58,45,66,65,62,67,49,62
8110,53,66,63,50,56,188257,53,66,66,56,63,50,57,46,53,65,LB ,53,66,66,56,63,50,57,46,53,65,46
8111,49,66,62,48,54,199010,49,62,66,54,62,48,51,49,48,60,CB ,49,62,66,54,62,48,51,49,48,60,49
8112,54,66,65,52,58,203618,54,63,66,58,65,52,55,52,53,63,CDM CB ,54,63,66,58,65,52,55,52,53,63,52
8113,38,66,56,39,42,214882,38,59,66,42,56,39,40,45,38,56,CB ,38,59,66,42,56,39,40,45,38,56,45
8114,62,64,66,59,65,227170,62,64,64,65,66,59,62,55,59,64,CDM ,62,64,64,65,66,59,62,55,59,64,55
8115,64,62,65,63,66,170594,64,63,62,66,65,63,64,62,62,63,CDM CM ,64,63,62,66,65,63,64,62,62,63,62
8116,65,53,58,64,64,173666,65,59,53,64,58,64,66,61,65,61,CM LM ,65,59,53,64,58,64,66,61,65,61,61
8117,64,38,44,65,57,192354,64,47,38,57,44,65,66,63,67,51,LM ,64,47,38,57,44,65,66,63,67,51,63
8118,59,63,66,57,63,204131,59,64,63,63,66,57,59,56,57,64,CDM ,59,64,63,63,66,57,59,56,57,64,56
8119,59,66,64,58,60,214371,59,66,66,60,64,58,62,54,60,66,RB ,59,66,66,60,64,58,62,54,60,66,54
8120,63,35,39,66,55,221539,63,43,35,55,39,66,63,66,64,46,ST ,63,43,35,55,39,66,63,66,64,46,66
8121,66,53,57,65,63,160099,66,58,53,63,57,65,66,62,66,59,ST CAM ,66,58,53,63,57,65,66,62,66,59,62
8122,66,65,66,66,66,173155,66,69,65,66,66,66,68,67,68,69,CDM LM CM ,66,69,65,66,66,66,68,67,68,69,67
8123,51,66,62,52,55,214884,51,59,66,55,62,52,52,54,50,58,CDM CB ,51,59,66,55,62,52,52,54,50,58,54
8124,66,60,62,66,66,220772,66,59,60,66,62,66,64,68,64,59,CAM ,66,59,60,66,62,66,64,68,64,59,68
8125,52,66,65,49,57,221284,52,66,66,57,65,49,57,46,53,66,RB ,52,66,66,57,65,49,57,46,53,66,46
8126,61,65,66,60,64,230244,61,66,65,64,66,60,60,61,59,65,CDM ,61,66,65,64,66,60,60,61,59,65,61
8127,58,66,66,56,62,238692,58,60,66,62,66,56,56,56,53,59,CDM ,58,60,66,62,66,56,56,56,53,59,56
8128,46,66,62,43,52,53604,46,55,66,52,62,43,45,43,43,53,CB ,46,55,66,52,62,43,45,43,43,53,43
8129,67,39,47,66,61,202341,67,47,39,61,47,66,66,62,67,51,RW ,67,47,39,61,47,66,66,62,67,51,62
8130,43,66,61,40,49,186725,43,58,66,49,61,40,44,41,40,57,CB ,43,58,66,49,61,40,44,41,40,57,41
8131,42,66,60,41,49,232550,42,59,66,49,60,41,43,45,40,57,CB ,42,59,66,49,60,41,43,45,40,57,45
8132,37,66,56,37,42,170342,37,53,66,42,56,37,37,42,35,49,CB ,37,53,66,42,56,37,37,42,35,49,42
8133,54,37,38,58,48,194662,54,40,37,48,38,58,56,66,57,42,ST ,54,40,37,48,38,58,56,66,57,42,66
8134,60,44,45,63,54,213095,60,42,44,54,45,63,58,66,60,43,ST ,60,42,44,54,45,63,58,66,60,43,66
8135,55,70,66,54,58,215143,55,68,70,58,66,54,59,52,56,67,CM CB RB CDM ,55,68,70,58,66,54,59,52,56,67,52
8136,65,40,44,66,57,228711,65,47,40,57,44,66,66,66,67,49,ST LM ,65,47,40,57,44,66,66,66,67,49,66
8137,,,,,,184167,,,,,,,,,,,GK ,,,,,,,,,,,
8138,65,62,63,66,63,191847,65,66,62,63,63,66,67,65,67,66,LB ,65,66,62,63,63,66,67,65,67,66,65
8139,60,44,46,64,56,199784,60,44,44,56,46,64,60,66,62,46,ST ,60,44,44,56,46,64,60,66,62,46,66
8140,55,66,65,53,59,172648,55,63,66,59,65,53,55,52,53,62,LB CDM CB ,55,63,66,59,65,53,55,52,53,62,52
8141,50,66,63,49,54,189544,50,61,66,54,63,49,50,52,48,59,CB ,50,61,66,54,63,49,50,52,48,59,52
8142,67,55,60,67,66,192616,67,60,55,66,60,67,66,65,67,62,LM RM ,67,60,55,66,60,67,66,65,67,62,65
8143,59,41,43,63,53,223593,59,42,41,53,43,63,58,66,60,44,ST ,59,42,41,53,43,63,58,66,60,44,66
8144,63,36,41,66,56,236393,63,43,36,56,41,66,63,66,65,45,LW LM ST ,63,43,36,56,41,66,63,66,65,45,66
8145,67,46,52,67,62,197226,67,53,46,62,52,67,66,65,67,55,CF LM ,67,53,46,62,52,67,66,65,67,55,65
8146,57,65,64,57,59,169578,57,66,65,59,64,57,61,56,59,66,RB RWB ,57,66,65,59,64,57,61,56,59,66,56
8147,65,61,63,66,64,235883,65,66,61,64,63,66,67,64,67,66,LW LB ,65,66,61,64,63,66,67,64,67,66,64
8148,49,66,62,47,53,183147,49,63,66,53,62,47,52,47,49,61,CB ,49,63,66,53,62,47,52,47,49,61,47
8149,61,44,44,63,55,191083,61,42,44,55,44,63,58,66,60,44,ST ,61,42,44,55,44,63,58,66,60,44,66
8150,65,45,50,66,60,204652,65,51,45,60,50,66,66,65,67,54,LW LM ,65,51,45,60,50,66,66,65,67,54,65
8151,58,43,43,62,52,226668,58,40,43,52,43,62,56,66,58,42,ST ,58,40,43,52,43,62,56,66,58,42,66
8152,66,49,53,66,62,229996,66,51,49,62,53,66,66,65,67,54,RM CAM ,66,51,49,62,53,66,66,65,67,54,65
8153,67,66,67,66,66,190060,67,68,66,66,67,66,68,63,67,69,CAM CDM CM ,67,68,66,66,67,66,68,63,67,69,63
8154,66,39,46,66,60,140141,66,44,39,60,46,66,65,64,67,48,LW RW ,66,44,39,60,46,66,65,64,67,48,64
8155,63,63,64,62,64,165485,63,66,63,64,64,62,64,60,62,66,RB ,63,66,63,64,64,62,64,60,62,66,60
